,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max_Temp,Wind_Speed
277,Kaeo,0,NZ,1554226684,93,-35.1,173.78,282.59,2.76
278,Saint-Francois,48,FR,1554227138,76,46.42,3.91,286.34,1.5
279,Araouane,0,ML,1554227871,17,18.9,-3.53,309.319,3.86
280,Semnan,0,IR,1554224400,33,35.58,53.39,288.15,2.1
281,Makakilo City,1,US,1554227764,77,21.35,-158.09,294.62,2.1
282,Zhuhai,0,CN,1554224400,30,40.71,112.04,272.15,3.0
283,Isangel,48,VU,1554227668,100,-19.55,169.27,300.119,6.91
284,Hastings,68,NZ,1554227744,100,-39.64,176.84,287.219,7.46
285,Vestmannaeyjar,0,IS,1554224400,86,63.44,-20.27,273.15,11.8
286,Balkanabat,0,TM,1554227873,86,39.51,54.36,278.669,0.76
287,Nouadhibou,20,MR,1554224400,64,20.93,-17.03,294.15,4.1
288,Hachinohe,0,JP,1554227409,83,40.47,141.48,272.59,1.34
289,Inhambane,20,MZ,1554224400,69,-23.87,35.38,298.15,3.1
290,Agadir,75,MA,1554224400,46,30.42,-9.58,302.15,4.1
291,Lasa,75,CY,1554227159,87,34.92,32.53,286.97,2.1
292,Moyale,20,ET,1554227874,48,3.52,39.05,297.169,2.26
293,Rameswaram,0,IN,1554227875,100,9.28,79.3,302.369,4.31
294,Imeni Poliny Osipenko,48,RU,1554227875,68,52.42,136.49,262.869,1.16
295,Gurjaani,0,GE,1554226200,71,41.75,45.79,280.15,14.4
296,Swift Current,20,CA,1554224400,51,50.29,-107.8,275.15,8.2
297,Plouzane,92,FR,1554227524,70,48.38,-4.62,280.29,5.1
298,Kuala Terengganu,90,MY,1554224400,100,5.33,103.14,298.15,1.0
299,Yamada,75,JP,1554227857,86,36.58,137.08,276.26,3.1
300,Nelson Bay,12,AU,1554227642,93,-32.72,152.14,288.54,2.51
301,Srednekolymsk,24,RU,1554227676,85,67.46,153.71,258.119,1.06
302,Jardim,88,BR,1554227706,78,-21.48,-56.15,301.919,2.71
303,Narsaq,75,GL,1554223800,60,60.91,-46.05,279.15,15.4
304,Port Hardy,75,CA,1554224400,61,50.7,-127.42,282.15,2.1
305,Burnie,88,AU,1554227824,91,-41.05,145.91,283.71,0.89
306,Dwarka,0,IN,1554226200,34,28.58,77.04,298.85,2.6
307,Puri,64,ID,1554227879,91,-7.54,112.45,294.819,1.36
308,Dudestii Vechi,0,RO,1554226200,30,46.05,20.48,289.19,5.1
309,Champerico,20,MX,1554223620,54,16.38,-93.6,300.15,5.7
310,Kampot,40,KH,1554226200,88,10.62,104.18,298.33,1.0
311,Saint-Joseph,0,FR,1554227756,58,43.56,6.97,287.05,2.6
312,Ostrovnoy,24,RU,1554227677,78,68.05,39.51,269.969,6.06
313,Hobyo,32,SO,1554227694,90,5.35,48.53,299.469,3.81
314,Grand Gaube,20,MU,1554227640,78,-20.01,57.66,299.04,4.51
315,Mount Gambier,44,AU,1554224400,66,-37.83,140.78,286.15,4.6
316,Karaidel,92,RU,1554227883,88,55.83,56.91,274.219,4.01
317,Shahr-e Babak,100,IR,1554227883,83,30.12,55.12,283.069,4.46
318,Benguela,12,AO,1554227884,95,-12.58,13.4,301.819,3.01
319,Santiago del Estero,56,AR,1554227884,94,-27.8,-64.26,298.569,3.61
320,Turayf,75,SA,1554224400,50,31.68,38.65,287.15,2.1
321,Chumikan,0,RU,1554227885,75,54.72,135.31,260.719,1.31
322,Albion,75,US,1554227707,82,41.69,-98.0,282.04,4.1
323,Chalmette,5,US,1554227885,29,29.94,-89.96,290.29,4.6
324,Zemio,0,CF,1554227886,70,5.02,25.13,299.569,2.11
325,Vozhega,0,RU,1554227886,76,60.47,40.21,268.819,2.86
326,Fostoria,75,US,1554226500,80,43.24,-95.16,274.63,9.8
327,Ljungby,0,SE,1554227152,38,56.83,13.94,279.86,3.6
328,Praya,20,ID,1554226200,100,-8.71,116.27,298.15,2.31
329,Klisura,40,BG,1554224400,34,42.69,24.45,285.15,8.2
330,Kirakira,88,SB,1554227888,100,-10.46,161.92,300.819,2.51
331,Havelock,90,US,1554227750,100,34.88,-76.9,282.88,8.7
332,Minab,64,IR,1554224400,61,27.15,57.07,300.56,2.11
333,Gairo,12,TZ,1554227889,85,-6.14,36.87,293.169,3.31
334,Lixourion,0,GR,1554227600,77,38.2,20.43,289.36,2.1
335,Mindelo,0,PT,1554227464,71,41.31,-8.72,288.09,8.7
336,Vila Franca do Campo,40,PT,1554227844,71,37.72,-25.43,286.5,8.7
337,Hojai,92,IN,1554227890,100,26.0,92.85,290.269,0.86
338,Batemans Bay,0,AU,1554227503,92,-35.71,150.18,284.58,1.79
339,Goma,24,CD,1554227891,96,-1.67,29.23,289.819,1.41
340,Kurduvadi,100,IN,1554227891,22,18.09,75.41,304.269,1.61
341,Constitucion,75,MX,1554227415,22,23.99,-104.67,293.33,2.6
342,Kysyl-Syr,76,RU,1554227892,81,63.9,122.77,267.219,1.21
343,Vanimo,64,PG,1554227892,100,-2.67,141.3,300.869,7.66
344,Suhut,20,TR,1554227892,61,38.53,30.55,278.819,2.26
345,Manaure,75,CO,1554224400,38,11.78,-72.45,307.15,7.2
346,Quesnel,1,CA,1554224700,69,52.98,-122.49,275.15,1.0
347,Nishihara,1,JP,1554227809,64,35.74,139.53,276.69,2.6
348,Conde,88,BR,1554227894,89,-11.81,-37.61,300.869,4.51
349,Raudeberg,20,NO,1554227704,45,61.99,5.14,279.78,4.1
350,Bilibino,0,RU,1554227894,89,68.06,166.44,267.019,1.66
351,Flinders,0,AU,1554227705,100,-34.58,150.85,286.99,1.21
352,Verkhniy Ufaley,92,RU,1554227895,96,56.06,60.23,272.919,2.91
353,Dalvik,0,SE,1554227705,33,57.79,14.13,278.67,5.7
354,Fairview,1,US,1554227645,36,40.81,-74.0,282.43,6.7
355,Huilong,92,CN,1554227897,93,28.89,110.18,282.869,3.66
356,Soteapan,90,MX,1554223320,78,18.23,-94.87,296.15,4.01
357,Saldanha,0,PT,1554227898,27,41.42,-6.55,289.969,4.31
358,Eureka,90,US,1554227707,100,40.8,-124.16,285.81,5.7
359,Sao Filipe,0,CV,1554227665,94,14.9,-24.5,295.319,6.01
360,Penalva,0,BR,1554227608,78,-3.29,-45.17,304.669,1.81
361,Roald,0,NO,1554227704,70,62.58,6.12,277.51,5.1
362,Hokitika,0,NZ,1554227899,100,-42.72,170.96,283.719,3.31
363,Ocampo,8,PH,1554227899,94,13.56,123.37,296.969,2.96
364,Nara,0,JP,1554226204,56,34.68,135.8,276.35,5.7
365,Yelizovo,40,RU,1554224400,64,53.19,158.38,276.15,3.0
366,Sefton,40,GB,1554227892,90,53.5,-2.97,278.78,5.7
367,Gwanda,12,ZW,1554227901,54,-20.94,29.0,296.219,6.81
368,Utica,1,US,1554227773,29,43.1,-75.23,282.21,6.7
369,Broken Hill,0,AU,1554224400,48,-31.97,141.45,289.15,2.1
370,Leh,32,IN,1554227902,54,34.16,77.58,251.419,0.71
371,Souillac,75,FR,1554227839,87,45.6,-0.6,283.88,6.2
372,Concordia,40,AR,1554227812,59,-31.4,-58.02,304.99,4.6
373,Aklavik,90,CA,1554226260,65,68.22,-135.01,258.63,5.1
374,Gladstone,0,AU,1554227666,73,-23.84,151.26,294.66,3.6
375,Muhos,0,FI,1554227104,51,64.81,26.0,276.14,2.6
376,Otradnoye,0,RU,1554227440,51,59.77,30.8,275.2,1.0
377,San Carlos de Bariloche,0,AR,1554224400,21,-41.13,-71.31,293.15,6.2
378,Yerofey Pavlovich,80,RU,1554227904,51,53.97,121.97,270.319,2.21
379,Baykit,88,RU,1554227904,88,61.68,96.39,271.169,2.46
380,Sterling,90,US,1554227781,39,39.0,-77.4,281.42,2.6
381,San Quintin,80,PH,1554227905,91,17.54,120.52,294.219,1.31
382,Weihai,0,CN,1554227905,90,37.5,122.11,280.069,3.81
383,Huanren,0,CN,1554227905,72,41.26,125.37,264.719,0.96
384,Tripoli,20,GR,1554227733,71,37.51,22.37,286.23,1.21
385,Palu,48,ID,1554227906,95,-0.9,119.87,291.469,0.71
386,Kribi,44,CM,1554227744,94,2.94,9.91,298.369,2.01
387,Hami,48,CN,1554227721,48,42.84,93.51,284.369,2.66
388,Nacala,0,MZ,1554227907,89,-14.56,40.69,301.019,5.91
389,Brandon,90,US,1554226500,93,43.59,-96.57,276.86,6.2
390,Pizarro,92,CO,1554227907,100,4.95,-77.37,297.469,2.51
391,Javornik,20,BA,1554226200,38,44.18,18.36,289.65,1.5
392,Vallenar,0,CL,1554227908,69,-28.58,-70.76,295.219,1.21
393,Porbandar,0,IN,1554227908,90,21.64,69.61,297.619,4.36
394,Namibe,0,AO,1554227909,96,-15.19,12.15,300.519,5.61
395,Rio Grande,20,BR,1554224400,66,-32.03,-52.1,303.15,2.1
396,Nangomba,24,TZ,1554227909,55,-10.9,38.52,299.819,3.16
397,Tunggol,0,PH,1554227910,100,5.84,121.15,299.219,1.86
398,Kindersley,40,CA,1554227891,41,51.47,-109.16,278.38,10.3
399,Fonte Boa,88,BR,1554227910,97,-2.51,-66.09,300.619,2.56
400,Ixtapa,5,MX,1554227406,69,20.71,-105.21,299.2,2.6
401,San Pedro,12,AR,1554227840,65,-33.68,-59.66,303.169,4.91
402,Port Hedland,0,AU,1554226200,94,-20.31,118.58,298.15,2.1
403,Sibu,75,MY,1554224400,94,2.29,111.83,298.15,1.0
404,Gonbad-e Qabus,0,IR,1554224400,87,37.25,55.17,286.15,2.66
405,Kiyasovo,48,RU,1554227913,94,56.35,53.12,273.619,4.51
406,Beringovskiy,80,RU,1554227805,92,63.05,179.32,269.819,6.51
407,Nokaneng,88,BW,1554227913,28,-19.66,22.19,301.469,3.01
408,Deloraine,68,CA,1554227732,54,49.18,-100.5,275.37,9.39
409,Mosquera,40,CO,1554224400,67,4.71,-74.23,290.15,3.1
410,Waddan,0,LY,1554227915,50,29.16,16.14,292.319,4.76
411,Palana,64,RU,1554227915,74,59.08,159.95,273.219,4.11
412,Lomovka,40,RU,1554226200,93,53.92,58.37,275.15,5.0
413,Wamba,24,CD,1554227916,97,2.14,27.99,293.369,0.86
414,Beloha,0,MG,1554227916,79,-25.17,45.06,295.819,3.66
415,Rovaniemi,0,FI,1554225600,72,66.5,25.72,273.15,7.2
416,Nome,1,US,1554227687,31,30.04,-94.42,291.0,2.6
417,Achacachi,80,BO,1554227917,90,-16.04,-68.68,280.469,0.96
418,Dingolfing,0,DE,1554227909,41,48.63,12.5,286.35,3.6
419,Myanaung,0,MM,1554227917,95,18.28,95.32,295.369,1.16
420,Talnakh,48,RU,1554227917,72,69.49,88.39,264.819,1.36
421,Broome,40,GB,1554227884,87,52.47,1.45,279.22,4.1
422,Bonnyville,20,CA,1554224400,39,54.27,-110.74,271.15,8.2
423,Los Andes,0,CL,1554227695,34,-32.83,-70.6,299.91,4.6
424,Eydhafushi,88,MV,1554227919,100,5.1,73.07,302.069,1.16
425,Zlitan,92,LY,1554227919,93,32.47,14.57,287.869,4.76
426,Ayan,76,TR,1554227919,46,40.67,33.6,277.319,0.76
427,Goianesia,24,BR,1554227919,66,-15.32,-49.12,302.619,1.31
428,Atikokan,56,CA,1554227920,62,48.76,-91.62,276.269,3.76
429,Acapulco,5,MX,1554223680,40,16.86,-99.88,304.15,1.0
430,Rosarito,75,CO,1554224400,100,4.91,-75.23,292.96,2.1
431,Morant Bay,20,JM,1554224400,58,17.88,-76.41,303.15,3.1
432,Roebourne,0,AU,1554227921,89,-20.77,117.15,294.969,1.36
433,ChengDe,0,CN,1554227921,57,40.97,117.93,268.519,1.61
434,Takoradi,12,GH,1554227921,94,4.89,-1.75,302.219,3.76
435,Gidole,88,ET,1554227922,40,5.65,37.37,299.469,1.06
436,Coahuayana,0,MX,1554227922,22,18.62,-100.35,302.669,1.36
437,Kandrian,56,PG,1554227922,97,-6.21,149.55,297.919,1.41
438,Sembakung,36,ID,1554227923,96,3.82,117.25,297.419,0.61
439,Ereymentau,36,KZ,1554227923,95,51.62,73.1,273.469,3.01
440,Tateyama,88,JP,1554227857,93,36.66,137.31,276.31,1.11
441,Karratha,0,AU,1554227826,89,-20.74,116.85,294.969,1.36
442,Wageningen,75,NL,1554227916,93,51.98,5.66,282.16,2.6
443,Mount Pleasant,1,US,1554227603,41,33.16,-94.97,289.59,2.1
444,Fort Nelson,90,CA,1554224400,92,58.81,-122.69,271.15,3.6
445,Ferme-Neuve,68,CA,1554227926,65,46.7,-75.45,276.519,5.41
446,Bonavista,36,CA,1554227110,45,48.65,-53.11,276.48,8.05
447,Bubaque,0,GW,1554227927,77,11.28,-15.83,304.019,5.86
448,San Jose,20,PH,1554227891,94,15.79,120.99,293.269,0.91
449,Zaragoza,20,ES,1554227417,59,41.65,-0.88,290.02,4.1
450,Codrington,75,AU,1554227510,93,-28.95,153.24,291.48,3.1
451,Beba,20,CU,1554223800,40,22.44,-79.73,304.15,2.6
452,Provideniya,8,RU,1554227929,100,64.42,-173.23,267.219,5.21
453,San Rafael,0,AR,1554227930,29,-34.61,-68.33,299.819,3.91
454,Mutoko,24,ZW,1554227930,77,-17.4,32.23,293.369,2.91
455,Nalut,76,LY,1554227930,62,31.86,10.98,289.719,2.41
456,Punta Cardon,24,VE,1554227931,55,11.61,-70.22,303.869,9.31
457,Chor,0,PK,1554227931,31,25.52,69.77,299.869,1.51
458,Korsakov,8,RU,1554224400,85,46.63,142.78,266.15,2.0
459,Fairlie,1,US,1554227884,44,33.31,-95.96,290.59,5.7
460,Hit,8,IQ,1554227932,53,33.64,42.83,288.069,1.86
461,Placido de Castro,44,BR,1554227932,62,-10.34,-67.19,305.969,1.31
462,High Wycombe,75,GB,1554227866,80,51.63,-0.75,279.47,2.6
463,Sola,0,FI,1554225600,44,62.78,29.36,277.15,2.6
464,Zeya,8,RU,1554227933,66,53.74,127.27,262.719,0.16
465,Houston,1,US,1554227915,24,29.76,-95.37,292.12,1.96
466,Sawtell,75,AU,1554227900,93,-30.38,153.1,289.09,3.6
467,Bikin,56,RU,1554227934,44,46.82,134.25,271.569,1.96
468,Lloydminster,75,CA,1554224400,73,53.28,-110.01,270.15,6.7
469,Deputatskiy,8,RU,1554227934,34,69.3,139.9,249.369,1.21
470,Rocha,44,UY,1554227724,70,-34.48,-54.34,301.019,3.21
471,Tulun,20,RU,1554227935,72,54.56,100.58,276.469,2.51
472,Winchester,20,GB,1554227889,86,51.06,-1.31,279.58,6.7
473,Louis Trichardt,56,ZA,1554227936,79,-23.04,29.91,291.919,4.01
474,Waingapu,32,ID,1554227936,100,-9.65,120.26,295.319,0.71
475,Poum,75,MK,1554226200,47,41.28,20.71,286.15,1.5
476,Mahon,75,IE,1554226200,80,51.89,-8.4,277.15,9.8
477,Regeneracao,24,BR,1554227647,79,-6.24,-42.69,303.719,2.71
478,Pitimbu,40,BR,1554224400,70,-7.47,-34.81,304.15,5.7
479,Altamira,75,BR,1554224400,59,-3.2,-52.21,306.15,2.1
480,Shambu,36,ET,1554227937,76,9.57,37.1,289.619,0.71
481,La Libertad,20,PE,1554224400,45,-16.38,-71.56,293.15,4.6
482,Arman,48,RU,1554227938,78,59.7,150.17,265.169,2.06
483,Buchanan,40,LR,1554228000,66,5.88,-10.05,304.15,6.7
484,Kutum,0,SD,1554227939,44,14.2,24.66,294.669,1.16
485,Huarmey,88,PE,1554227939,71,-10.07,-78.15,296.369,1.61
486,Zhigansk,48,RU,1554227701,77,66.77,123.37,269.869,3.36
487,Pasni,0,PK,1554227887,85,25.26,63.48,298.819,3.81
488,Farah,80,AF,1554227940,70,32.37,62.11,292.119,1.11
489,Atessa,0,IT,1554227912,72,42.07,14.45,287.82,2.1
490,Tiarei,75,PF,1554227546,83,-17.53,-149.33,299.99,6.7
491,Ullapool,76,GB,1554227815,78,57.9,-5.16,278.15,3.13
492,Newtownards,68,GB,1554227906,56,54.59,-5.69,278.89,3.6
493,Lakatoro,56,VU,1554227941,100,-16.11,167.42,298.919,2.01
494,Tecoanapa,5,MX,1554223680,40,16.99,-99.26,304.15,1.0
495,Durham,40,GB,1554227765,86,54.78,-1.58,278.03,5.1
496,Sinop,36,TR,1554227942,96,42.03,35.15,281.819,2.71
497,Jacareacanga,12,BR,1554227942,56,-6.22,-57.76,306.619,1.31
498,Ligourion,0,GR,1554227123,54,37.62,23.03,288.15,6.2
499,Bay Roberts,20,CA,1554227904,44,47.58,-53.28,276.22,10.3
500,Baracoa,24,CU,1554227943,90,20.35,-74.5,299.819,4.36
501,Christchurch,80,NZ,1554227404,93,-43.53,172.64,281.41,1.0
502,Sinnar,0,IN,1554227944,72,19.85,74.0,291.669,1.56
503,Agnibilekrou,48,CI,1554227944,95,7.13,-3.2,299.619,3.16
504,Morgan City,1,US,1554227756,36,29.7,-91.21,290.71,4.1
505,Kukmor,8,RU,1554227945,79,56.19,50.9,272.669,3.76
506,Sabla,8,NG,1554227945,16,12.75,4.71,309.219,4.56
507,Wronki,0,PL,1554227846,32,52.71,16.37,284.88,7.7
508,Cadereyta,90,MX,1554224519,71,25.58,-99.98,288.91,2.96
509,Nioro,0,GM,1554227796,25,13.79,-15.05,309.769,5.71
510,Sayhat,0,SA,1554226200,72,26.49,50.04,293.15,3.6
511,Egvekinot,56,RU,1554227705,75,66.32,-179.17,264.319,1.06
512,Solnechnyy,8,RU,1554227736,67,50.72,136.64,261.969,1.06
513,Outlook,20,CA,1554227222,66,51.48,-107.04,274.82,2.24
514,Muyezerskiy,8,RU,1554227948,74,63.93,31.65,275.269,3.61
515,Batagay-Alyta,88,RU,1554227948,75,67.8,130.41,259.719,1.21
516,Sisimiut,100,GL,1554227948,100,66.94,-53.67,271.569,1.51
517,Tawang,48,BT,1554227949,58,27.59,91.87,274.919,0.51
518,Nouakchott,20,MR,1554224400,88,18.08,-15.98,293.15,10.8
519,Aleksandrov Gay,92,RU,1554227949,93,50.14,48.57,275.819,8.06
520,Corigliano Calabro,56,IT,1554227713,93,39.6,16.52,287.59,2.06
521,Kattivakkam,20,IN,1554226434,83,13.22,80.32,302.09,3.1
522,Port Augusta,0,AU,1554224400,44,-32.49,137.76,287.15,3.1
523,Barranca,12,PE,1554227950,92,-10.75,-77.76,293.619,3.21
524,Vardo,1,US,1554227945,16,39.62,-77.74,281.21,2.6
525,Kununurra,20,AU,1554226200,60,-15.77,128.74,293.15,2.1
526,Del Rio,1,US,1554227580,42,29.36,-100.9,291.04,8.7
527,Oxford,40,US,1554227644,38,33.61,-85.83,288.57,2.6
528,Belaya Gora,48,RU,1554227952,62,68.54,146.19,255.719,1.56
529,Shangrao,92,CN,1554227952,100,28.45,117.97,285.119,1.31
530,Buin,0,CL,1554227868,32,-33.73,-70.74,298.49,2.6
531,Yumen,8,CN,1554227953,59,40.29,97.04,274.269,1.66
532,Claremore,1,US,1554227758,36,36.31,-95.62,291.45,5.1
533,Sayula,5,MX,1554223740,28,19.88,-103.6,300.15,1.36
534,Walvis Bay,0,NA,1554224531,52,-22.95,14.51,291.24,3.6
535,Moerai,36,PF,1554227954,93,-22.43,-151.33,300.169,6.56
536,Scarborough,80,GB,1554227644,75,54.28,-0.41,278.59,1.0
537,Ponnani,40,IN,1554226200,74,10.77,75.93,302.15,1.11
538,Izumo,75,JP,1554224400,80,35.37,132.75,275.15,1.5
539,La Primavera,0,AR,1554224400,39,-32.92,-68.67,302.15,3.1
540,Camopi,48,GF,1554227955,50,3.17,-52.33,306.019,2.01
541,Uvalde,1,US,1554227592,34,29.21,-99.79,291.75,4.1
542,Chamba,0,IN,1554227874,56,32.56,76.12,281.119,0.91
543,Winnemucca,90,US,1554227760,87,40.97,-117.74,281.3,3.1
544,Drumnadrochit,40,GB,1554227815,75,57.34,-4.48,278.66,6.2
545,Bosilegrad,64,RS,1554227957,64,42.5,22.47,282.369,0.76
546,Sechura,0,PE,1554227724,73,-5.56,-80.82,299.819,4.46
547,Bireun,48,ID,1554227958,100,5.2,96.7,300.619,2.56
548,Oakdale,32,US,1554227942,63,44.96,-92.97,281.58,8.7
549,Bud,0,NO,1554227400,48,62.91,6.91,277.26,3.6
550,Belmonte,0,PT,1554227181,67,40.36,-7.35,288.71,3.13
551,Rangpur,48,BD,1554227959,98,25.76,89.24,291.019,1.51
552,Mandalgovi,0,MN,1554227960,61,45.76,106.27,271.619,2.11
553,Blois,0,FR,1554227955,93,47.59,1.33,281.33,2.6
554,Hampton,1,US,1554227831,56,42.74,-93.2,278.39,7.2
555,Teahupoo,75,PF,1554227546,83,-17.83,-149.27,299.99,6.7
